0,6.000000,6.928203,1858,6.450519,1858,7.405365
1,69.000000,6.928203,1859,6.517631,1859,6.299404
2,48.000000,6.928203,1860,6.545483,1860,5.847089
3,71.000000,6.928203,1861,6.579433,1861,5.300922
4,3.000000,6.928203,1862,6.724470,1862,3.029729
5,51.000000,6.928203,1863,6.685012,9532,3.637860
6,40.000000,6.928203,1864,6.590834,9533,5.118766
7,26.000000,6.928203,1865,6.609254,9534,4.825803
8,79.000000,6.928203,1866,6.775697,9535,2.250785
9,55.000000,6.928203,19516,6.651369,28336,4.162067
10,29.000000,6.928203,1868,6.599763,28337,4.976539
11,43.000000,6.928203,19518,6.812878,26811,1.692748
12,94.000000,6.928203,1870,6.803359,26812,1.835034
13,28.000000,6.928203,20227,6.438859,28448,7.599861
14,9.000000,6.928203,6196,6.499023,28449,6.603762
15,89.000000,6.928203,25185,6.641425,28450,4.318026
16,84.000000,6.928203,15981,6.649613,28451,4.189563
17,41.000000,6.928203,15982,6.766307,28664,2.392679
18,28.000000,6.928203,15983,6.647137,28453,4.228373
19,6.000000,6.928203,29974,6.319975,28454,9.623895
20,90.000000,5.656854,28455,6.254275,28455,9.552203
21,11.000000,5.656854,28456,6.137501,28456,7.831311
22,16.000000,6.928203,29977,6.348674,28457,9.128353
23,79.000000,6.928203,15988,6.383362,28458,8.535333
24,32.000000,6.928203,15989,6.438863,19916,7.599791
25,8.000000,6.928203,15990,6.560924,28460,5.597985
26,29.000000,6.928203,17051,6.500146,28461,6.585341
27,92.000000,6.928203,17052,6.685595,19919,3.628814
28,92.000000,6.928203,15309,6.844679,5623,1.220287
29,72.000000,6.928203,17054,6.784878,5624,2.112420
30,91.000000,6.928203,15995,6.760211,5625,2.485020
31,38.000000,6.928203,15996,6.815683,25832,1.650906
32,25.000000,6.928203,17057,6.807696,25833,1.770161
33,28.000000,6.928203,17058,6.703605,25834,3.350410
34,45.000000,6.928203,12124,6.659218,19926,4.039298
35,41.000000,6.928203,17060,6.994477,25836,0.947512
36,33.000000,6.928203,17061,6.995874,25837,0.967297
37,53.000000,6.928203,25207,7.046544,2002,1.679414
38,88.000000,6.928203,1333,6.983570,19930,0.792811
39,98.000000,6.928203,1334,7.015286,19931,1.241327
40,21.000000,6.928203,12130,6.888487,25841,0.576563
41,95.000000,6.928203,25455,6.963399,25842,0.505437
42,29.000000,6.928203,17228,6.662188,6544,3.992909
43,46.000000,6.928203,17229,6.669192,4605,3.883694
44,70.000000,6.928203,17230,6.567259,4606,5.496121
45,39.000000,6.928203,12135,6.433729,4607,7.685650
46,10.000000,6.928203,12136,6.374731,4608,8.682291
47,98.000000,6.928203,12137,6.531370,4609,6.075801
48,14.000000,6.928203,17234,6.323710,1135,9.559155
49,94.000000,6.928203,17235,6.558759,1136,5.632830
50,70.000000,6.928203,17236,6.529214,1137,6.110823
51,59.000000,6.928203,17237,6.397798,1138,8.290429
52,58.000000,6.928203,17238,6.654414,1139,4.114403
53,76.000000,6.928203,17239,6.603155,1140,4.922628
54,75.000000,6.928203,27982,6.681085,1141,3.698769
55,82.000000,6.928203,27983,6.884814,11454,0.630222
56,68.000000,6.928203,5221,6.516138,30923,6.323771
57,3.000000,6.928203,27985,6.789240,11456,2.046812
58,46.000000,6.928203,5223,6.323202,11457,9.567956
59,13.000000,6.928203,5224,6.364277,11458,8.860811
60,96.000000,6.928203,27988,6.661460,11459,4.004276
61,8.000000,6.928203,11842,6.701647,11460,3.380610
62,36.000000,6.928203,11843,6.829312,24442,1.448036
63,36.000000,6.928203,16941,6.813548,10737,1.682749
64,28.000000,6.928203,16942,6.587370,10738,5.174043
65,34.000000,6.928203,27993,6.647452,10739,4.223437
66,37.000000,6.928203,27994,6.722913,10740,3.053584
67,6.000000,6.928203,27995,6.670149,27888,3.868788
68,77.000000,6.928203,15724,6.713276,10742,3.201528
69,17.000000,5.656854,25678,6.264369,25678,9.697946
70,5.000000,6.928203,14458,6.824557,25679,1.518730
71,20.000000,6.928203,19800,6.724096,24679,3.035467
72,38.000000,6.928203,12902,6.991249,8765,0.901776
73,41.000000,6.928203,12903,6.833216,2538,1.390084
74,32.000000,6.928203,12904,6.843757,2539,1.233920
75,70.000000,6.928203,12905,6.787803,2540,2.068421
76,82.000000,6.928203,12906,6.495124,22037,6.667759
77,36.000000,6.928203,8489,6.561845,22038,5.583159
78,45.000000,6.928203,12908,6.615130,22039,4.732688
79,9.000000,6.928203,12909,6.641969,22040,4.309474
80,11.000000,6.928203,12910,6.712430,22041,3.214537
81,36.000000,6.928203,8493,6.789211,22042,2.047255
82,99.000000,6.928203,8494,6.820388,3460,1.580780
83,37.000000,6.928203,12913,6.962559,27016,0.493440
84,19.000000,6.928203,12914,7.005632,27017,1.105231
85,43.000000,6.928203,14027,6.841461,22046,1.267890
86,14.000000,6.928203,14028,6.759873,22047,2.490136
87,54.000000,6.928203,30751,6.923222,22048,0.071955
88,48.000000,6.928203,30752,7.010052,7807,1.167585
89,4.000000,6.928203,30753,6.983048,7808,0.785396
90,65.000000,6.928203,14629,6.992972,24588,0.926194
91,65.000000,6.928203,17290,6.884413,7810,0.636071
92,87.000000,6.928203,17291,6.810756,7811,1.724442
93,67.000000,6.928203,2309,6.940680,4086,0.179766
94,75.000000,6.928203,29844,6.906401,13429,0.315679
95,59.000000,6.928203,2311,6.729488,7546,2.952905
96,61.000000,6.928203,20843,6.757180,23281,2.530979
97,11.000000,6.928203,20844,6.828133,7548,1.465560
98,69.000000,6.928203,8352,6.666025,23283,3.933056
99,30.000000,6.928203,8353,6.521024,23284,6.244093
100,5.000000,6.928203,8354,6.542948,23285,5.888100
101,78.000000,6.928203,8355,6.587229,32519,5.176287
102,21.000000,6.928203,8356,6.655833,32520,4.092204
103,47.000000,6.928203,10990,6.679457,14214,3.724050
104,54.000000,6.928203,8358,6.601065,14215,4.955840
105,39.000000,6.928203,8359,6.712019,32523,3.220850
106,95.000000,6.928203,10993,6.681009,23291,3.699947
107,55.000000,6.928203,25885,6.649708,23292,4.188085
108,19.000000,6.928203,25886,6.734596,23293,2.874811
109,21.000000,6.928203,30987,6.649534,23294,4.190806
110,50.000000,6.928203,25888,7.051433,23295,1.747590
111,76.000000,6.928203,3138,7.074720,23296,2.070985
112,65.000000,6.928203,3139,6.803657,23297,1.830583
113,92.000000,6.928203,3140,6.757936,23298,2.519513
114,43.000000,6.928203,3141,6.809355,23299,1.745370
115,79.000000,6.928203,19050,6.994062,14342,0.941644
116,24.000000,6.928203,6092,6.747831,32534,2.673040
117,23.000000,6.928203,5879,6.726029,32535,3.005853
118,99.000000,6.928203,19053,6.744548,32536,2.723023
119,8.000000,6.928203,19054,6.728509,2340,2.967887
120,13.000000,6.928203,19055,6.852091,2341,1.110785
121,92.000000,6.928203,19056,6.677279,6438,3.757879
122,20.000000,6.928203,19057,6.731962,11628,2.915065
123,49.000000,6.928203,24910,6.722572,11629,3.058815
124,16.000000,6.928203,24911,6.759641,11630,2.493654
125,9.000000,6.928203,29190,6.820066,11631,1.585578
126,93.000000,6.928203,24913,6.684007,11632,3.653435
127,54.000000,6.928203,817,6.659343,17988,4.037331
128,26.000000,6.928203,29193,6.453404,17989,7.357354
129,49.000000,6.928203,29194,6.372026,17990,8.728424
130,96.000000,5.656854,17991,6.186412,17991,8.560018
131,38.000000,5.656854,17992,5.780968,17992,2.146943
132,74.000000,5.656854,17993,5.638926,17993,0.317933
